variable,media_con_mm,media_no_estr,t_stat,p_val_t,u_stat,p_val_u,ks_stat,p_val_ks,auc_score
pendiente,26.206026796875,28.748111601918936,-2.160453966452289,0.03167296040919593,6893.0,0.02837326533783989,0.1875,0.022021153195980445,0.42071533203125
aspecto,127.38808757812501,174.04337342455983,-4.457614906980456,1.2443445808923888e-05,5575.0,1.0002990627772121e-05,0.296875,2.2232780319453686e-05,0.34027099609375
curvatura,0.7500000000000001,0.19500000029802322,1.750968934614593,0.08115842690744837,8914.0,0.22146069040344485,0.1484375,0.11923124549683996,0.5440673828125
flujo_acum,190.9921875,254.453125,-0.25823640198446596,0.7964335849363888,8463.0,0.6464446738365914,0.078125,0.8316026084264871,0.51654052734375
elevacion,1630.9609375,1773.828125,-2.684396322103941,0.007744094920135219,6526.5,0.004941832433686197,0.265625,0.00022242174294868084,0.398345947265625
dist_drenajes,383.87549453124996,358.423447355628,0.7054228818770482,0.48119352732394693,8595.0,0.49682404223467,0.1171875,0.34412544603873796,0.52459716796875
