modelo,umbral_alta_TPR75,umbral_media_TPR98,umbral_referencia_TPR100,TPR_real_alta,TPR_real_media
Regresión Logística (completo),0.48085438388528334,0.1001051980865427,0.03990500186093399,0.75,0.984375
