umbral,TP,FP,TN,FN,TPR,FPR
-0.33850470185279846,93,24,104,35,0.7265625,0.1875
-0.35543256998062134,94,24,104,34,0.734375,0.1875
-0.3672870397567749,95,24,104,33,0.7421875,0.1875
-0.4155631959438324,96,24,104,32,0.75,0.1875
-0.41648614406585693,96,25,103,32,0.75,0.1953125
-0.4229941964149475,97,25,103,31,0.7578125,0.1953125
-0.4549456834793091,97,26,102,31,0.7578125,0.203125
-0.4656229019165039,98,26,102,30,0.765625,0.203125
-0.5727606415748596,98,27,101,30,0.765625,0.2109375
-0.610698938369751,98,28,100,30,0.765625,0.21875
-0.6107022762298584,98,29,99,30,0.765625,0.2265625
-0.6518895030021667,98,30,98,30,0.765625,0.234375
-0.6980627775192261,99,30,98,29,0.7734375,0.234375
-0.6994515657424927,100,30,98,28,0.78125,0.234375
-0.7038756608963013,100,31,97,28,0.78125,0.2421875
-0.7075130343437195,100,32,96,28,0.78125,0.25
-0.7228832244873047,100,33,95,28,0.78125,0.2578125
-0.7234782576560974,100,34,94,28,0.78125,0.265625
-0.7352703809738159,101,34,94,27,0.7890625,0.265625
-0.8202264308929443,101,35,93,27,0.7890625,0.2734375
-0.8683279156684875,101,36,92,27,0.7890625,0.28125
-0.9077246785163879,101,37,91,27,0.7890625,0.2890625
-0.9122069478034973,101,38,90,27,0.7890625,0.296875
-0.942961573600769,102,38,90,26,0.796875,0.296875
-0.9539033770561218,102,39,89,26,0.796875,0.3046875
-1.0467203855514526,102,40,88,26,0.796875,0.3125
-1.1347262859344482,102,41,87,26,0.796875,0.3203125
-1.1540158987045288,102,42,86,26,0.796875,0.328125
-1.2168911695480347,103,42,86,25,0.8046875,0.328125
-1.2758373022079468,103,43,85,25,0.8046875,0.3359375
-1.3305139541625977,103,44,84,25,0.8046875,0.34375
-1.4810512065887451,103,45,83,25,0.8046875,0.3515625
-1.4820094108581543,103,46,82,25,0.8046875,0.359375
-1.6145962476730347,104,46,82,24,0.8125,0.359375
-1.6234798431396484,105,46,82,23,0.8203125,0.359375
-1.6341482400894165,105,47,81,23,0.8203125,0.3671875
-1.6781765222549438,105,48,80,23,0.8203125,0.375
-1.6821099519729614,105,49,79,23,0.8203125,0.3828125
-1.7299225330352783,105,50,78,23,0.8203125,0.390625
-1.7873438596725464,105,52,76,23,0.8203125,0.40625
-1.8062392473220825,105,53,75,23,0.8203125,0.4140625
-1.8110991716384888,105,54,74,23,0.8203125,0.421875
-1.8711519241333008,107,54,74,21,0.8359375,0.421875
-1.9616526365280151,108,54,74,20,0.84375,0.421875
-2.0471348762512207,108,55,73,20,0.84375,0.4296875
-2.063400983810425,108,56,72,20,0.84375,0.4375
-2.065617322921753,108,57,71,20,0.84375,0.4453125
-2.0762174129486084,108,58,70,20,0.84375,0.453125
-2.085033416748047,108,59,69,20,0.84375,0.4609375
-2.125408887863159,108,60,68,20,0.84375,0.46875
-2.1712186336517334,109,60,68,19,0.8515625,0.46875
-2.224151134490967,109,61,67,19,0.8515625,0.4765625
-2.261376142501831,109,62,66,19,0.8515625,0.484375
-2.3089346885681152,109,63,65,19,0.8515625,0.4921875
-2.3212881088256836,109,64,64,19,0.8515625,0.5
-2.3219239711761475,109,65,63,19,0.8515625,0.5078125
-2.3689916133880615,109,66,62,19,0.8515625,0.515625
-2.423884868621826,109,67,61,19,0.8515625,0.5234375
-2.4309825897216797,109,68,60,19,0.8515625,0.53125
-2.4426562786102295,109,69,59,19,0.8515625,0.5390625
-2.473262071609497,110,69,59,18,0.859375,0.5390625
-2.5085747241973877,110,70,58,18,0.859375,0.546875
-2.5111637115478516,110,71,57,18,0.859375,0.5546875
-2.5134739875793457,110,72,56,18,0.859375,0.5625
-2.515505790710449,110,73,55,18,0.859375,0.5703125
