cobertura,30202.0,30204.0,30206.0,30207.0,30213.0
1.0,0,74,0,0,0
2.0,0,0,79,0,0
4.0,0,0,0,40,0
5.0,8,0,0,0,0
6.0,7,0,0,0,0
7.0,10,0,0,0,0
8.0,0,0,0,0,27
13.0,0,5,0,0,0
9999.0,0,5,0,1,0
